,cfs,date,Observation,Forecast,station,lat,lon
211,,2020-09-11 15:45:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
212,,2020-09-11 16:00:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
213,,2020-09-11 16:15:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
214,,2020-09-11 16:30:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
215,,2020-09-11 16:45:00-06:00,374.0,,South Fork Payette at Lowman,44.08242,-115.61313
216,,2020-09-11 17:00:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
217,,2020-09-11 17:15:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
218,,2020-09-11 17:30:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
219,,2020-09-11 17:45:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
220,,2020-09-11 18:00:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
221,,2020-09-11 18:15:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
222,,2020-09-11 18:30:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
223,,2020-09-11 18:45:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
224,,2020-09-11 19:00:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
225,,2020-09-11 19:15:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
226,,2020-09-11 19:30:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
227,,2020-09-11 19:45:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
228,,2020-09-11 20:00:00-06:00,367.0,,South Fork Payette at Lowman,44.08242,-115.61313
229,,2020-09-11 20:15:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
230,,2020-09-11 20:30:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
231,,2020-09-11 20:45:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
232,,2020-09-11 21:00:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
233,,2020-09-11 21:15:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
234,,2020-09-11 21:30:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
235,,2020-09-11 21:45:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
236,,2020-09-11 22:00:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
237,,2020-09-11 22:15:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
238,,2020-09-11 22:30:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
239,,2020-09-11 22:45:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
240,,2020-09-11 23:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
241,,2020-09-11 23:15:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
242,,2020-09-11 23:30:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
243,,2020-09-11 23:45:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
244,,2020-09-12 00:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
245,,2020-09-12 00:15:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
246,,2020-09-12 00:30:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
247,,2020-09-12 00:45:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
248,,2020-09-12 01:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
249,,2020-09-12 01:15:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
250,,2020-09-12 01:30:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
251,,2020-09-12 01:45:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
252,,2020-09-12 02:00:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
253,,2020-09-12 02:15:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
254,,2020-09-12 02:30:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
255,,2020-09-12 02:45:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
256,,2020-09-12 03:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
257,,2020-09-12 03:15:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
258,,2020-09-12 03:30:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
259,,2020-09-12 03:45:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
260,,2020-09-12 04:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
261,,2020-09-12 04:15:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
262,,2020-09-12 04:30:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
263,,2020-09-12 04:45:00-06:00,349.0,,South Fork Payette at Lowman,44.08242,-115.61313
264,,2020-09-12 05:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
265,,2020-09-12 05:15:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
266,,2020-09-12 05:30:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
267,,2020-09-12 05:45:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
268,,2020-09-12 06:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
269,,2020-09-12 06:15:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
270,,2020-09-12 06:30:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
271,,2020-09-12 06:45:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
272,,2020-09-12 07:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
273,,2020-09-12 07:15:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
274,,2020-09-12 07:30:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
275,,2020-09-12 07:45:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
276,,2020-09-12 08:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
277,,2020-09-12 08:15:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
278,,2020-09-12 08:30:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
279,,2020-09-12 08:45:00-06:00,361.0,,South Fork Payette at Lowman,44.08242,-115.61313
280,,2020-09-12 09:00:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
281,,2020-09-12 09:15:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
282,,2020-09-12 09:30:00-06:00,355.0,,South Fork Payette at Lowman,44.08242,-115.61313
